ID_SCHOOL,TREATED,ID_STUDENT,FEMALE,AGE,LANGUAGE_SCORE_STD
52001,1,52001000001,0,12,-0.369
52001,1,52001000002,1,10,-1.29
52001,1,52001000003,0,11,-1.295
52001,1,52001000004,1,12,2.809
52001,1,52001000005,1,10,-1.182
52001,1,52001000006,1,11,-0.634
52001,1,52001000007,1,11,0.36
52001,1,52001000008,0,11,-0.68
52001,1,52001000009,1,11,-0.002
52001,1,52001000010,1,12,0.062
52001,1,52001000011,1,11,-0.041
52001,1,52001000012,1,11,0.674
52001,1,52001000013,0,11,-1.884
52001,1,52001000014,0,10,-2.835
52001,1,52001000015,1,11,2.26
52001,1,52001000016,1,11,0.079
52001,1,52001000017,0,12,-0.084
52001,1,52001000018,1,12,1.811
52001,1,52001000019,0,11,-1.22
52001,1,52001000020,0,11,1.038
52001,1,52001000021,1,11,0.026
52001,1,52001000022,1,11,-1.3
52001,1,52001000023,1,11,0.31
52001,1,52001000024,1,11,2.403
52001,1,52001000025,0,12,0.629
52001,1,52001000026,1,11,1.088
52001,1,52001000027,0,11,-1.127
52001,1,52001000028,1,10,-0.52
52001,1,52001000029,0,11,1.398
52001,1,52001000030,1,10,-0.655
52001,1,52001000031,1,10,0.628
52001,1,52001000032,1,11,0.467
52001,1,52001000033,0,12,1.285
52001,1,52001000034,1,11,0.61
52001,1,52001000035,0,11,-2.006
52001,1,52001000036,1,12,-1.319
52001,1,52001000037,0,11,0.928
52001,1,52001000038,0,10,-0.855
52001,1,52001000039,1,10,-0.384
52001,1,52001000040,1,11,-1.538
52001,1,52001000041,0,12,-1.119
52001,1,52001000042,0,11,1.034
52001,1,52001000043,0,11,0.755
52001,1,52001000044,0,11,-0.793
52001,1,52001000045,1,11,0.752
52001,1,52001000046,1,11,0.253
52001,1,52001000047,1,12,0.315
52001,1,52001000048,1,11,0.177
52001,1,52001000049,1,11,0.307
52002,0,52002000050,0,11,0.667
52002,0,52002000051,1,11,-0.727
52002,0,52002000052,0,11,-1.86
52002,0,52002000053,1,10,2.181
52002,0,52002000054,0,11,0.197
52002,0,52002000055,1,11,0.778
52002,0,52002000056,1,11,0.526
52002,0,52002000057,1,11,0.065
52002,0,52002000058,1,10,-0.487
52002,0,52002000059,1,10,0.362
52002,0,52002000060,1,11,1.177
52002,0,52002000061,0,11,0.898
52002,0,52002000062,0,11,1.584
52002,0,52002000063,1,12,1.277
52002,0,52002000064,1,11,-1.005
52002,0,52002000065,1,12,-1.114
52002,0,52002000066,1,11,-0.546
52002,0,52002000067,1,11,0.869
52002,0,52002000068,1,11,-0.546
52002,0,52002000069,1,11,2.036
52002,0,52002000070,1,12,-0.228
52002,0,52002000071,0,12,-0.414
52002,0,52002000072,1,11,-0.283
52002,0,52002000073,0,11,-0.143
52002,0,52002000074,0,11,-1.575
52002,0,52002000075,1,11,-0.14
52002,0,52002000076,1,11,0.925
52002,0,52002000077,0,11,0.006
52002,0,52002000078,1,11,0.04
52002,0,52002000079,1,11,-0.188
52002,0,52002000080,1,11,0.212
52002,0,52002000081,0,10,0.648
52002,0,52002000082,1,11,0.127
52002,0,52002000083,0,11,0.847
52002,0,52002000084,1,11,-1.084
52002,0,52002000085,0,11,-0.349
52002,0,52002000086,1,10,-0.717
52002,0,52002000087,1,11,-0.026
52002,0,52002000088,0,11,0.004
52002,0,52002000089,0,11,-2.124
52002,0,52002000090,1,11,0.521
52002,0,52002000091,1,10,-0.35
52002,0,52002000092,0,11,-0.646
52002,0,52002000093,1,11,-0.899
52002,0,52002000094,1,11,-0.491
52002,0,52002000095,1,11,0.158
52002,0,52002000096,1,11,0.552
52002,0,52002000097,0,11,-0.796
52002,0,52002000098,1,10,1.133
52002,0,52002000099,0,10,-1.234
52002,0,52002000100,0,12,0.678
52002,0,52002000101,0,11,-1.337
52002,0,52002000102,0,11,1.037
52003,1,52003000103,1,11,-0.698
52003,1,52003000104,1,11,0.467
52003,1,52003000105,0,11,-0.991
52003,1,52003000106,1,11,-0.254
52003,1,52003000107,1,11,0.482
52003,1,52003000108,0,11,-1.774
52003,1,52003000109,1,12,-2.026
52003,1,52003000110,0,11,-0.977
52003,1,52003000111,0,11,1.198
52003,1,52003000112,1,12,-0.11
52003,1,52003000113,0,11,-0.106
52003,1,52003000114,1,11,1.883
52003,1,52003000115,1,11,0.215
52003,1,52003000116,1,12,-2.171
52003,1,52003000117,0,11,0.011
52003,1,52003000118,1,11,-0.82
52003,1,52003000119,0,11,-0.434
52003,1,52003000120,1,11,0.169
52003,1,52003000121,0,11,-2.061
52003,1,52003000122,0,11,0.992
52003,1,52003000123,0,11,-0.235
52003,1,52003000124,1,11,-0.414
52003,1,52003000125,0,11,-0.315
52003,1,52003000126,1,10,-1.411
52003,1,52003000127,0,11,-0.616
52003,1,52003000128,0,11,-1.589
52003,1,52003000129,1,11,0.104
52003,1,52003000130,0,10,-0.613
52003,1,52003000131,0,11,0.755
